Sucursal,Factura,Cotizacion,Estatus,Requisicion,"Salidas Material","Orden de fabricacion","Fecha de Factura","Fecha de Cotizacion",Parcial1,Parcial2,Parcial3,Parcial4,Parcial5
"San Pablo",A427582,,Entregado,,1,2114,"2023-09-20 09:28:28",,,,,,
"San Pablo",A427588,,"En ruta",,1,,"2023-09-20 09:30:15",,,,,,
"San Pablo",A427589,,"En ruta",,1,,"2023-09-20 09:31:29",,,,,,
"San Pablo",427590,,Entregado,,1,,"2023-09-20 09:33:01",,,,,,
"San Pablo",A427592,,"En ruta",,1,,"2023-09-20 09:34:43",,,,,,
"San Pablo",427594,,"En ruta",,1,,"2023-09-20 09:42:11",,,,,,
"San Pablo",A427595,,"En ruta",,1,,"2023-09-20 09:47:52",,,,,,
"San Pablo",427596,,Entregado,,1,,"2023-09-20 09:52:14",,,,,,
"San Pablo",427597,,Entregado,,1,,"2023-09-20 09:55:17",,,,,,
"San Pablo",A427598,,Entregado,,1,,"2023-09-20 09:57:28",,,,,,
"San Pablo",A427599,,Entregado,,1,,"2023-09-20 10:01:09",,,,,,
"La Noria",BB141919,,Entregado,,1,,"2023-09-20 10:02:03",,,,,,
"San Pablo",A427591,A427591,Entregado,,1,,"2023-09-20 10:03:50",,,,,,
"La Noria",BB141920,,"Pedido generado",,0,,"2023-09-20 10:05:36",,,,,,
"San Pablo",427600,,Entregado,,1,,"2023-09-20 10:08:30",,,,,,
"San Pablo",427602,,Entregado,,1,2116,"2023-09-20 10:09:59",,,,,,
"San Pablo",427604,,Entregado,,1,,"2023-09-20 10:18:28",,,,,,
"San Pablo",126054,A427663,Entregado,,1,,"2023-09-20 10:20:04",,,,,,
"San Pablo",427606,,Entregado,,1,,"2023-09-20 10:23:29",,,,,,
"San Pablo",A427601,,Entregado,5619,1,,"2023-09-20 10:31:29","2023-09-21 05:44:36",N17743,,,,
"San Pablo",427607,,"Pedido generado",,0,,"2023-09-20 10:31:48",,,,,,
"San Pablo",126107,,Cancelado,,0,,"2023-09-20 10:34:08",,,,,,
"San Pablo",A427608,,"Pedido generado",,0,,"2023-09-20 10:39:23",,,,,,
"La Noria",BB141922,,Entregado,,1,,"2023-09-20 10:40:17",,,,,,
"La Noria",BB141923,,Entregado,,1,,"2023-09-20 10:40:35",,,,,,
"La Noria",BB141924,,Entregado,,1,,"2023-09-20 10:41:41",,,,,,
"San Pablo",A427610,,Entregado,,1,,"2023-09-20 10:43:11",,,,,,
"San Pablo",A427611,,Entregado,,1,,"2023-09-20 10:44:03",,,,,,
"San Pablo",427609,,"En ruta",,1,,"2023-09-20 10:44:29",,,,,,
"San Pablo",A427612,,"Pedido generado",,0,,"2023-09-20 10:53:23",,,,,,
"La Noria",BB141925,,"Pedido generado",,0,,"2023-09-20 10:56:09",,,,,,
"San Pablo",A427614,,"Pedido generado",,0,,"2023-09-20 10:57:17",,,,,,
"La Noria",BB141926,,Entregado,,1,,"2023-09-20 11:02:31",,,,,,
"La Noria",60900,,"Recibido por embarques",,0,,"2023-09-20 11:03:01",,,,,,
"San Pablo",A427615,,"En ruta",,1,,"2023-09-20 11:04:44",,,,,,
"San Pablo",427616,,Entregado,,1,,"2023-09-20 11:06:46",,,,,,
"La Noria",BB141927,,"Pedido generado",,0,,"2023-09-20 11:07:49",,,,,,
"San Pablo",427617,,"En ruta",,1,,"2023-09-20 11:13:39",,,,,,
"La Noria",BB141916,,"Pedido generado",,0,,"2023-09-20 11:20:00",,N3621,N3626,,,
"La Noria",BB141929,,Entregado,,1,,"2023-09-20 11:23:26",,,,,,
"San Pablo",427618,,Entregado,,1,,"2023-09-20 11:29:20",,,,,,
"San Pablo",A427619,A427619,"Recibido por embarques",,0,,"2023-09-20 11:30:19",,,,,,
"La Noria",BB141932,,"Pedido generado",,0,,"2023-09-20 11:32:34",,,,,,
"San Pablo",A427620,,"Recibido por embarques",,0,,"2023-09-20 11:33:34",,,,,,
"La Noria",BB141933,,Devolución,,0,,"2023-09-20 11:39:34",,N3622,,,,
"San Pablo",A427621,,Cancelado,,0,2122,"2023-09-20 11:51:25",,,,,,
"San Pablo",A427622,,Entregado,,0,,"2023-09-20 11:54:38",,,,,,
"La Noria",BB141931,,"Pedido generado",,0,,"2023-09-20 12:04:22",,,,,,
"La Noria",BB141935,,"Pedido generado",,0,,"2023-09-20 12:08:16",,,,,,
"San Pablo",125937,A427684,Entregado,,1,,"2023-09-21 01:59:16",,,,,,
"San Pablo",427623,,"En ruta",,1,,"2023-09-21 02:03:42",,"Foto evidencia",,,,
"La Noria",BB141936,,Entregado,,1,,"2023-09-21 02:26:24",,,,,,
"San Pablo",A427625,,"En ruta",,1,,"2023-09-21 02:33:48",,,,,,
"La Noria",141938,,Entregado,,1,,"2023-09-21 02:45:46",,,,,,
"La Noria",BB141939,,Entregado,,1,1239,"2023-09-21 02:46:14",,,,,,
"San Pablo",A427629,,Entregado,5659,1,,"2023-09-21 03:01:19","2023-09-27 03:35:43",N17784,,,,
"San Pablo",A427630,,Entregado,5658,1,,"2023-09-21 03:04:18","2023-09-27 03:35:09",N17783,,,,
"San Pablo",A427634,,Entregado,,1,,"2023-09-21 03:05:33",,,,,,
"San Pablo",A427632,,Entregado,,0,,"2023-09-21 03:06:01",,,,,,
"San Pablo",A427633,,Entregado,,1,,"2023-09-21 03:06:14",,SP2019,SP2068,,,
"La Noria",BB141940,,Entregado,N003219,1,,"2023-09-21 03:06:24","2023-09-21 04:18:28",17935,,,,
"San Pablo",427635,,"En ruta",,1,,"2023-09-21 03:07:54",,,,,,
"San Pablo",A427636,,"En ruta",,1,,"2023-09-21 03:08:26",,,,,,
"San Pablo",A427637,,"En ruta",,1,,"2023-09-21 03:09:10",,,,,,
"La Noria",BB141942,BB141942,Entregado,,1,,"2023-09-21 03:09:54",,,,,,
"San Pablo",A427638,,"En ruta",,1,,"2023-09-21 03:12:54",,,,,,
"San Pablo",126170,A428132,"En ruta",,2,2126,"2023-09-21 03:14:30",,,,,,
"San Pablo",126176,427824,Entregado,,1,,"2023-09-21 03:24:20",,,,,,
"San Pablo",126178,427825,Entregado,,1,,"2023-09-21 03:24:34",,,,,,
"San Pablo",A427640,,"Pedido generado",,0,,"2023-09-21 03:24:50",,,,,,
"San Pablo",A427639,,Entregado,,1,,"2023-09-21 03:24:52",,,,,,
"San Pablo",A427642,,"Pedido generado",,0,,"2023-09-21 03:32:53",,,,,,
"San Pablo",427643,,Entregado,5660,1,2123,"2023-09-21 03:39:26","2023-09-27 03:36:17",N17782,,,,
"San Pablo",427641,,"En ruta",,1,,"2023-09-21 03:40:22",,,,,,
"San Pablo",A427644,,"En ruta",,1,,"2023-09-21 03:43:30",,,,,,
"San Pablo",427645,,"En ruta",,1,,"2023-09-21 03:45:19",,,,,,
"San Pablo",A427647,,"Pedido generado",,0,,"2023-09-21 03:51:42",,,,,,
"San Pablo",427646,,"En ruta",,1,,"2023-09-21 03:51:50",,,,,,
"San Pablo",A427545,A427545,Entregado,,1,2121,"2023-09-21 03:55:56",,,,,,
"San Pablo",427648,A427648,"En ruta",,1,,"2023-09-21 03:59:28",,,,,,
"San Pablo",427649,A427649,Entregado,,0,2124,"2023-09-21 03:59:44",,,,,,
"San Pablo",427651,A427651,"En fabricación",,0,1249,"2023-09-21 04:00:37",,,,,,
"San Pablo",427652,A427652,Entregado,,0,,"2023-09-21 04:00:57",,,,,,
"San Pablo",A427653,,Entregado,,0,,"2023-09-21 04:02:05",,,,,,
"La Noria",BB141944,BB141944,Entregado,N003220,1,,"2023-09-21 04:02:18","2023-09-21 04:52:46",17932,,,,
"San Pablo",A427654,,"En ruta",,1,,"2023-09-21 04:02:20",,,,,,
"San Pablo",A427650,,"En ruta",,1,,"2023-09-21 04:02:46",,,,,,
"San Pablo",427655,,"Pedido generado",5615,0,,"2023-09-21 04:11:14","2023-09-21 04:30:23",N17739,,,,
"San Pablo",A427656,,Entregado,,1,,"2023-09-21 04:13:35",,,,,,
"La Noria",BB141946,,"Pedido generado",,0,,"2023-09-21 04:14:00",,,,,,
"San Pablo",A427657,,Entregado,,1,,"2023-09-21 04:16:35",,,,,,
"La Noria",BB141947,,"Pedido generado",,0,,"2023-09-21 04:19:56",,,,,,
"La Noria",BB141948,,"Pedido generado",,0,,"2023-09-21 04:20:08",,,,,,
"La Noria",BB141949,BB141949,"Pedido generado",,0,,"2023-09-21 04:28:03",,,,,,
"San Pablo",A427660,,"En ruta",,1,,"2023-09-21 04:28:28",,,,,,
"La Noria",BB141950,,"Pedido generado",,0,,"2023-09-21 04:28:38",,,,,,
"San Pablo",A427661,,"En ruta",,1,,"2023-09-21 04:34:33",,,,,,
"La Noria",BB141951,,"Pedido generado",,0,,"2023-09-21 04:34:52",,,,,,
"San Pablo",A427662,,"En ruta",,1,,"2023-09-21 04:35:34",,,,,,
"San Pablo",126053,A427816,Entregado,,0,,"2023-09-21 04:44:50",,,,,,
"San Pablo",427664,A427664,"En ruta",,1,,"2023-09-21 04:45:10",,,,,,
"La Noria",141952,,Entregado,,1,,"2023-09-21 04:47:50",,,,,,
"San Pablo",427666,,"Pedido generado",,0,,"2023-09-21 04:51:25",,,,,,
"San Pablo",427667,,"En ruta",,1,,"2023-09-21 04:53:37",,,,,,
"San Pablo",A426313,,"En ruta",,1,,"2023-09-21 05:08:52",,,,,,
"La Noria",BB141955,,Entregado,,1,,"2023-09-21 05:09:43",,,,,,
"San Pablo",427669,,"En ruta",,1,,"2023-09-21 05:12:01",,,,,,
"San Pablo",A427671,,Entregado,,1,2127,"2023-09-21 05:17:22",,,,,,
"La Noria",BB141956,,"Pedido generado",,0,,"2023-09-21 05:17:39",,,,,,
"La Noria",BB141957,,Entregado,,1,,"2023-09-21 05:17:59",,,,,,
"San Pablo",427672,,"Pedido generado",,0,,"2023-09-21 05:19:34",,,,,,
"San Pablo",A427670,,Entregado,,1,2126,"2023-09-21 05:21:06",,,,,,
"San Pablo",A427674,,"En ruta",,1,,"2023-09-21 05:21:51",,,,,,
"San Pablo",A427676,,"Pedido generado",,0,,"2023-09-21 05:30:11",,,,,,
"San Pablo",126186,A428073,Entregado,,1,,"2023-09-21 05:31:16",,,,,,
"San Pablo",126188,A428072,Entregado,,1,,"2023-09-21 05:31:42",,,,,,
"San Pablo",427677,,"Pedido generado",,0,,"2023-09-21 05:36:16",,,,,,
"San Pablo",427668,,Entregado,,1,,"2023-09-21 05:37:02",,,,,,
"San Pablo",A427680,,Entregado,,0,,"2023-09-21 05:42:39",,,,,,
"San Pablo",A427678,A427678,"En ruta",,0,,"2023-09-21 05:44:21",,,,,,
"San Pablo",A427681,,"Recibido por embarques",,0,,"2023-09-21 05:44:26",,,,,,
"San Pablo",A427682,A427682,"En ruta",,1,,"2023-09-21 05:45:57",,,,,,
"La Noria",BB141958,BB141958,Entregado,N003223,1,,"2023-09-21 05:46:17","2023-09-21 07:52:38",17936,,,,
"San Pablo",A427683,,Entregado,,1,,"2023-09-21 05:48:37",,,,,,
"San Pablo",427685,,Entregado,,0,,"2023-09-21 05:57:09",,,,,,
"San Pablo",126124,A427809,"En ruta",,0,,"2023-09-21 06:01:56",,,,,,
"San Pablo",A427686,,"Pedido generado",,0,,"2023-09-21 06:04:18",,,,,,
"San Pablo",427526,,Entregado,,1,,"2023-09-21 06:08:19",,,,,,
"San Pablo",A427689,,"En ruta",,1,,"2023-09-21 06:20:54",,,,,,
"La Noria",BB141961,,"Pedido generado",,0,,"2023-09-21 06:22:46",,,,,,
"La Noria",BB141962,,"Pedido generado",,0,,"2023-09-21 06:23:03",,,,,,
"La Noria",60941,,Fabricado,N003240,0,1245,"2023-09-21 06:23:10","2023-09-26 05:37:36","O.F. 2130  90 PZS DE 12-LR30 DIF MEDIDAS",17952,,,
"La Noria",60867,,"Recibido por embarques",,0,,"2023-09-21 06:24:39",,,,,,
"San Pablo",A427690,,"Pedido generado",,0,,"2023-09-21 06:27:13",,,,,,
"San Pablo",427691,,"En ruta",,1,,"2023-09-21 06:28:56",,,,,,
"La Noria",BB141963,,"Pedido generado",,0,,"2023-09-21 06:38:06",,,,,,
"La Noria",BB141964,,"Pedido generado",,0,,"2023-09-21 06:39:11",,,,,,
"San Pablo",126257,427812,Entregado,,0,,"2023-09-21 06:47:10",,,,,,
"San Pablo",A427692,,"Pedido generado",,0,,"2023-09-21 06:49:46",,,,,,
"San Pablo",427693,,"En ruta",,1,,"2023-09-21 06:52:12",,,,,,
"San Pablo",427694,,Entregado,,0,,"2023-09-21 06:53:12",,,,,,
"La Noria",141966,,"Pedido generado",,0,,"2023-09-21 06:54:28",,,,,,
"San Pablo",427695,A427695,"En ruta",,1,,"2023-09-21 06:58:25",,,,,,
"La Noria",60846,142391,Entregado,,1,1244,"2023-09-21 07:00:03",,,,,,
"San Pablo",A427697,,"En ruta",,1,,"2023-09-21 07:01:21",,,,,,
"San Pablo",427696,,Entregado,,1,2131,"2023-09-21 07:01:35",,,,,,
"San Pablo",427698,,"En ruta",,1,,"2023-09-21 07:01:41",,,,,,
"La Noria",BB141968,,"Pedido generado",,0,,"2023-09-21 07:03:30",,,,,,
"San Pablo",A427700,,"Pedido generado",,0,,"2023-09-21 07:06:39",,,,,,
"La Noria",141969,,"Recibido por embarques",N003228,0,,"2023-09-21 07:06:45","2023-09-22 03:43:25",17942,,,,
"San Pablo",427701,A427701,"En ruta",,1,,"2023-09-21 07:07:26",,,,,,
"La Noria",BB141970,,"Pedido generado",,0,,"2023-09-21 07:08:16",,,,,,
"San Pablo",A427702,,"En ruta",,1,,"2023-09-21 07:09:23",,,,,,
"San Pablo",126285,,"Recibido por embarques",,0,,"2023-09-21 07:21:36",,,,,,
"La Noria",BB141972,,"Pedido generado",,0,,"2023-09-21 07:22:07",,,,,,
"La Noria",BB141973,,"Pedido generado",N003222,0,,"2023-09-21 07:25:48","2023-09-21 07:32:41",17931,,,,
"San Pablo",126286,427849,Entregado,,1,2129,"2023-09-21 07:30:28",,,,,,
"San Pablo",126288,427855,Entregado,,1,,"2023-09-21 07:30:48",,,,,,
"La Noria",BB141975,,"Pedido generado",,0,,"2023-09-21 07:30:59",,,,,,
"La Noria",BB141974,,"Pedido generado",N003229,0,,"2023-09-21 07:31:46","2023-09-22 04:18:05",17941,,,,
"San Pablo",427703,,"Pedido generado",,0,,"2023-09-21 07:34:42",,,,,,
"San Pablo",A427704,,"En ruta",,1,,"2023-09-21 07:43:43",,,,,,
"La Noria",BB141976,,"Pedido generado",,0,,"2023-09-21 07:44:51",,,,,,
"La Noria",N60953,BB142004,Entregado,,1,,"2023-09-21 07:48:06",,,,,,
"San Pablo",A427705,,Fabricado,,1,2128,"2023-09-21 07:52:32",,,,,,
"San Pablo",A427706,,"Recibido por embarques",,0,,"2023-09-21 07:52:56",,,,,,
"San Pablo",A427707,,"Pedido generado",,0,,"2023-09-21 07:57:57",,,,,,
"San Pablo",A427708,,"Pedido generado",,0,,"2023-09-21 08:07:52",,,,,,
"San Pablo",A427709,,"Recibido por embarques",,0,,"2023-09-21 08:18:00",,,,,,
"San Pablo",427710,,"En ruta",,1,,"2023-09-21 08:23:03",,,,,,
"San Pablo",17934,,"En ruta",,3,,"2023-09-21 08:25:25",,,,,,
"San Pablo",179933,,"Pedido generado",,0,,"2023-09-21 08:25:42",,,,,,
"San Pablo",427711,A427711,"En ruta",,1,,"2023-09-21 08:26:22",,,,,,
"San Pablo",427712,,"Recibido por embarques",5663,0,,"2023-09-21 08:27:42","2023-09-27 04:55:42",N17780,,,,
"San Pablo",425421,A425421,Entregado,,0,,"2023-09-21 08:37:47",,N17742,,,,
"San Pablo",427715,,Entregado,,0,,"2023-09-21 08:40:28",,,,,,
"La Noria",BB141980,,Entregado,,1,,"2023-09-21 08:40:36",,,,,,
"San Pablo",427721,,"En ruta",,1,2132,"2023-09-21 08:45:35",,,,,,
"La Noria",BB141981,,Entregado,,1,,"2023-09-21 08:47:41",,,,,,
"La Noria",BB141974,,Entregado,,3,,"2023-09-21 08:48:01",,,,,,
"San Pablo",427722,,"Pedido generado",,0,,"2023-09-21 08:52:21",,,,,,
"San Pablo",427714,,"En ruta",,1,,"2023-09-21 08:55:17",,,,,,
"La Noria",BB141982,,Entregado,,1,1247,"2023-09-21 08:56:13",,,,,,
"San Pablo",A427724,,Entregado,,0,,"2023-09-21 09:03:54",,,,,,
"San Pablo",427725,,Entregado,5670,1,1248,"2023-09-21 09:07:15","2023-09-27 08:01:45",N17788,,,,
"San Pablo",427723,,Entregado,,1,,"2023-09-21 09:07:21",,,,,,
"San Pablo",126315,428001,Entregado,,1,,"2023-09-21 09:07:45",,,,,,
"La Noria",141984,,"Pedido generado",,0,,"2023-09-21 09:10:27",,,,,,
"San Pablo",A427727,,"Recibido por embarques",,0,,"2023-09-21 09:11:30",,,,,,
"San Pablo",126318,428508,Entregado,5671,1,1250,"2023-09-21 09:11:37","2023-09-27 08:02:19",N17789,,,,
"San Pablo",427728,A427728,"Recibido por embarques",,1,,"2023-09-21 09:12:12",,"Foto evidencia",,,,
"San Pablo",427726,,Entregado,,1,,"2023-09-21 09:12:28",,,,,,
"San Pablo",A427729,,"En ruta",,1,,"2023-09-21 09:13:09",,,,,,
"La Noria",60974,,"Recibido por embarques",,0,,"2023-09-21 09:23:21",,,,,,
"San Pablo",427730,,"En ruta",,1,,"2023-09-21 09:24:54",,,,,,
"San Pablo",427731,,"En ruta",,1,,"2023-09-21 09:25:12",,,,,,
"San Pablo",427732,,"En ruta",,1,,"2023-09-21 09:26:40",,,,,,
"San Pablo",426320,,"Pedido generado",,0,,"2023-09-21 09:28:51",,,,,,
"La Noria",BB141985,,"Pedido generado",,0,,"2023-09-21 09:29:26",,,,,,
"La Noria",BB141979,,Entregado,N003224,1,,"2023-09-21 09:29:43","2023-09-21 10:08:48",,,,,
"San Pablo",427733,,Entregado,,0,,"2023-09-21 09:30:36",,,,,,
"San Pablo",427734,,"Pedido generado",,0,,"2023-09-21 09:40:33",,,,,,
"La Noria",BB141986,,Entregado,,1,,"2023-09-21 09:42:03",,,,,,
"La Noria",BB141977,,Entregado,,0,,"2023-09-21 09:44:16",,N3628,,,,
"La Noria",BB141987,BB141987,"Pedido generado",,0,,"2023-09-21 09:45:49",,,,,,
"San Pablo",A427736,A427736,Entregado,,0,,"2023-09-21 09:46:22",,,,,,
"San Pablo",125506,428190,Entregado,,1,2134,"2023-09-21 09:47:40",,,,,,
"San Pablo",A427737,,"En ruta",,1,,"2023-09-21 09:47:47",,,,,,
"San Pablo",A427735,,"En ruta",,1,,"2023-09-21 09:48:26",,,,,,
"La Noria",BB141988,,Entregado,,1,,"2023-09-21 09:52:23",,,,,,
"San Pablo",A427738,A427738,Entregado,5628,0,,"2023-09-21 10:02:17","2023-09-22 05:12:04",N17753,,,,
"La Noria",BB141989,,"Pedido generado",,0,,"2023-09-21 10:04:51",,,,,,
"San Pablo",427742,,"En ruta",,1,,"2023-09-21 10:06:41",,,,,,
"La Noria",BB141990,BB141990,Entregado,,1,,"2023-09-21 10:06:50",,,,,,
"San Pablo",427740,A427740,"En ruta",,0,,"2023-09-21 10:07:08",,,,,,
"San Pablo",A427716,,"Pedido generado",,0,,"2023-09-21 10:09:57",,,,,,
"San Pablo",A427717,,"Pedido generado",,0,,"2023-09-21 10:10:10",,,,,,
"San Pablo",427718,,"Pedido generado",,0,,"2023-09-21 10:10:32",,,,,,
"San Pablo",A427743,,"Pedido generado",,0,,"2023-09-21 10:10:56",,,,,,
"San Pablo",427744,,"Recibido por embarques",,0,,"2023-09-21 10:11:02",,,,,,
"San Pablo",A427719,,"Pedido generado",,0,,"2023-09-21 10:11:39",,,,,,
"San Pablo",A427745,,Entregado,,0,,"2023-09-21 10:16:44",,,,,,
"San Pablo",A427746,,"En ruta",,1,,"2023-09-21 10:20:45",,,,,,
"San Pablo",427747,,Entregado,,1,2133,"2023-09-21 10:32:49",,,,,,
"La Noria",BB141992,,Entregado,,1,,"2023-09-21 10:33:43",,,,,,
"San Pablo",126129,A427928,Entregado,,1,,"2023-09-21 10:38:06",,,,,,
"San Pablo",A427748,,Entregado,,1,,"2023-09-21 10:38:23",,,,,,
"San Pablo",A427749,,Entregado,,2,,"2023-09-21 10:40:09",,,,,,
"San Pablo",A427750,,"En ruta",,1,,"2023-09-21 10:40:51",,,,,,
"San Pablo",A427751,,Entregado,,1,,"2023-09-21 10:41:56",,,,,,
"La Noria",BB141993,,"Pedido generado",,0,,"2023-09-21 10:45:00",,"Evidencia de entrega del material",,,,
"La Noria",BB141994,BB141994,Entregado,,1,,"2023-09-21 10:46:54",,,,,,
"San Pablo",A427752,,"En ruta",,1,,"2023-09-21 10:49:47",,,,,,
"La Noria",BB141995,,"Pedido generado",,0,,"2023-09-21 10:50:47",,,,,,
"La Noria",BB141967,,Entregado,,1,,"2023-09-21 10:56:39",,,,,,
"La Noria",BB141997,,Entregado,,1,,"2023-09-21 11:04:32",,,,,,
"La Noria",N60989,BB142009,Entregado,,1,,"2023-09-21 11:11:41",,,,,,
"San Pablo",427754,,"En ruta",,1,,"2023-09-21 11:13:46",,,,,,
"San Pablo",A427755,,"En ruta",,1,,"2023-09-21 11:16:51",,,,,,
"La Noria",BB141998,,Entregado,,1,,"2023-09-21 11:23:44",,,,,,
"San Pablo",A427756,,"En ruta",,1,,"2023-09-21 11:25:20",,,,,,
"San Pablo",A427753,A427753,Entregado,,1,,"2023-09-21 11:28:31",,,,,,
"San Pablo",427757,,"En ruta",5642,1,,"2023-09-21 11:28:39","2023-09-25 08:41:20",N17764,,,,
"San Pablo",126357,A428003,Entregado,,1,,"2023-09-21 11:32:07",,,,,,
"San Pablo",A427759,,"En ruta",,1,,"2023-09-21 11:38:00",,,,,,
"San Pablo",125985,142010,Entregado,,1,,"2023-09-21 11:39:28",,"Evidencia de ticket",,,,
"San Pablo",A427761,,"En ruta",,1,,"2023-09-21 11:40:03",,,,,,
"La Noria",60995,,"Recibido por embarques",,0,,"2023-09-21 11:43:48",,,,,,
"San Pablo",A427763,,Entregado,,1,,"2023-09-21 11:44:23",,,,,,
"San Pablo",427758,,Entregado,,0,,"2023-09-21 11:44:25",,"Evidencia de entrega del material",,,,
"San Pablo",427760,,Entregado,,0,,"2023-09-21 11:44:42",,"Evidencia de entrega del material",,,,
"San Pablo",A427764,,"En ruta",,1,,"2023-09-21 11:49:31",,,,,,
"La Noria",BB141999,,Entregado,,1,,"2023-09-21 11:49:41",,,,,,
"La Noria",BB142000,BB142000,"Pedido generado",,0,,"2023-09-21 11:52:29",,,,,,
"San Pablo",A427765,,Entregado,,1,,"2023-09-21 11:56:56",,,,,,
"San Pablo",A427766,,Entregado,,1,,"2023-09-21 12:01:24",,,,,,
"San Pablo",A427767,,"Recibido por embarques",,0,,"2023-09-22 02:10:07",,,,,,
"San Pablo",A427768,,"Recibido por embarques",,0,,"2023-09-22 02:10:16",,,,,,
"San Pablo",A427769,,"En ruta",,1,,"2023-09-22 02:12:24",,,,,,
"San Pablo",A427770,,"Pedido generado",,0,,"2023-09-22 02:13:38",,,,,,
"San Pablo",A427772,,"Recibido por embarques",,0,,"2023-09-22 02:15:47",,,,,,
"San Pablo",427771,,Entregado,,1,,"2023-09-22 02:16:06",,,,,,
"San Pablo",17933,,"En ruta",,0,,"2023-09-22 02:20:41",,"Foto salida",,,,
"San Pablo",A427774,,"Pedido generado",,0,,"2023-09-22 02:33:43",,,,,,
"San Pablo",427776,A427776,Entregado,,1,,"2023-09-22 02:35:32",,,,,,
"San Pablo",A427777,,"Pedido generado",,0,,"2023-09-22 02:38:15",,,,,,
"San Pablo",A427778,,"Recibido por embarques",,0,,"2023-09-22 02:41:01",,,,,,
"San Pablo",A427780,A427780,"Pedido generado",,0,,"2023-09-22 02:46:48",,,,,,
"San Pablo",126384,,"Pedido generado",,0,,"2023-09-22 02:53:47",,,,,,
"San Pablo",126386,,Fabricado,,0,2135,"2023-09-22 02:59:37",,,,,,
"San Pablo",427782,A427782,"Pedido generado",,0,,"2023-09-22 03:08:46",,,,,,
"San Pablo",A427783,A427783,Entregado,,1,,"2023-09-22 03:11:44",,,,,,
"San Pablo",427785,,"Pedido generado",,0,,"2023-09-22 03:27:43",,,,,,
"San Pablo",A427786,,"Pedido generado",,0,,"2023-09-22 03:32:34",,"Evidencia salida",,,,
"San Pablo",A427787,A427787,Entregado,,1,,"2023-09-22 03:37:01",,,,,,
"San Pablo",A427789,,"Pedido generado",,0,,"2023-09-22 03:37:17",,,,,,
"San Pablo",A427790,,"Pedido generado",,0,,"2023-09-22 03:39:53",,,,,,
"San Pablo",A427788,,"Pedido generado",5626,0,,"2023-09-22 03:42:05","2023-09-22 04:05:28",N17790,,,,
"La Noria",BB142005,,"Pedido generado",,0,,"2023-09-22 03:57:48",,,,,,
"San Pablo",A427794,,"Pedido generado",,0,,"2023-09-22 03:58:22",,,,,,
"San Pablo",A427797,,"Pedido generado",,0,,"2023-09-22 04:03:46",,,,,,
"San Pablo",427793,,"Pedido generado",,0,,"2023-09-22 04:04:15",,,,,,
"San Pablo",427800,A427800,"Pedido generado",5627,0,,"2023-09-22 04:05:08","2023-09-22 04:21:28",N17746,,,,
"San Pablo",A427802,,Entregado,,1,,"2023-09-22 04:05:45",,,,,,
"San Pablo",427803,,Entregado,,1,,"2023-09-22 04:06:25",,,,,,
"San Pablo",427784,,Entregado,,1,,"2023-09-22 04:07:51",,,,,,
"San Pablo",427796,,"Pedido generado",,0,,"2023-09-22 04:08:36",,,,,,
"San Pablo",427799,,"Pedido generado",,0,,"2023-09-22 04:09:12",,,,,,
"San Pablo",427792,,"Pedido generado",,0,,"2023-09-22 04:09:56",,,,,,
"San Pablo",427804,,"Pedido generado",,0,,"2023-09-22 04:10:29",,,,,,
"La Noria",BB142011,,Entregado,,0,,"2023-09-22 04:21:03",,,,,,
"San Pablo",A427798,,"En ruta",,2,,"2023-09-22 04:21:44",,,,,,
"San Pablo",A427795,,Entregado,,1,2174,"2023-09-22 04:22:02",,,,,,
"San Pablo",A427801,,"Recibido por embarques",,0,,"2023-09-22 04:22:10",,,,,,
"San Pablo",A427806,,"En ruta",,0,,"2023-09-22 04:22:19",,SP2028,SP2036,SP2050,,
"San Pablo",427807,,"En ruta",,0,,"2023-09-22 04:22:21",,,,,,
"San Pablo",427808,,Entregado,,1,2137,"2023-09-22 04:23:04",,,,,,
"San Pablo",A427810,,Entregado,,1,,"2023-09-22 04:30:35",,SP2041,SP2042,,,
"San Pablo",A427811,,"Pedido generado",,0,,"2023-09-22 04:35:05",,,,,,
"San Pablo",427773,,Entregado,,1,,"2023-09-22 04:41:53",,,,,,
"La Noria",BB142006,BB142006,"Pedido generado",,0,,"2023-09-22 04:43:36",,,,,,
"La Noria",BB142012,BB142012,"Pedido generado",,0,,"2023-09-22 04:44:01",,"Evidencia de entrega del material",,,,
"La Noria",BB142013,BB142013,Entregado,,1,,"2023-09-22 04:44:23",,,,,,
"La Noria",BB142015,BB142015,Entregado,,1,,"2023-09-22 04:44:40",,,,,,
"San Pablo",a427779,a427779,"Pedido generado",,0,,"2023-09-22 04:48:29",,,,,,
"San Pablo",427813,A427813,Entregado,,0,,"2023-09-22 04:49:58",,,,,,
"San Pablo",427814,A427814,Entregado,,0,,"2023-09-22 04:50:18",,,,,,
"San Pablo",427815,,"En ruta",,0,,"2023-09-22 04:55:16",,,,,,
"La Noria",BB142016,BB142016,Entregado,,1,,"2023-09-22 05:01:33",,,,,,
"La Noria",BB142017,BB142017,"Pedido generado",,0,,"2023-09-22 05:01:55",,,,,,
"San Pablo",A427817,,"Pedido generado",,0,,"2023-09-22 05:06:45",,,,,,
"San Pablo",A427818,,"Pedido generado",,0,,"2023-09-22 05:06:52",,,,,,
"La Noria",BB142019,,Entregado,,1,,"2023-09-22 05:08:55",,,,,,
